AÑO,SERVICIO,REGIÓN,NOMBRE,INVERSIÓN (MILES DE $ AÑO 2021),PROGRAMA
2012,Administración Sistema Concesiones ,Libertador B O Higgins,EMBALSE CONVENTO VIEJO (SUBSIDIO),19985134.73663247,OBRAS DE RIEGO
2012,Administración Sistema Concesiones ,Libertador B O Higgins,EMBALSE CONVENTO VIEJO (EXPROPIACIONES),25729.968329561143,OBRAS DE RIEGO
2012,Administración Sistema Concesiones ,Libertador B O Higgins,AMPLIACIÓN AUTOPISTA SAN FERNANDO - SANTA CRUZ (ESTUDIOS),719.9706665093917,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Libertador B O Higgins,AMPLIACIÓN AUTOPISTA SAN FERNANDO - SANTA CRUZ (ESTUDIOS),81818.47796117819,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Maule,-- PROGRAMA CONCESIÓN HOSPITALES ESTUDIO HOSPITAL DE CURICÓ,339.3577078741125,PROGRAMA HOSPITALARIO
2012,Administración Sistema Concesiones ,Maule,-- PROGRAMA CONCESIÓN  HOSPITALES  ESTUDIO HOSPITAL DE LINARES,339.3577078741125,PROGRAMA HOSPITALARIO
2012,Administración Sistema Concesiones ,Bio Bio,"AMPLIACION, REHABILITACION Y MEJORAMIENO RUTA INTERPORTUARIA TALCAHUANO - PENCO (INSPECCION FISCAL)",206180.43515890394,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,ASESORIA A LA INSPECCION FISCAL DE LA OBRA TERMINAL DE PASAJEROS CARRIEL SUR EN CONSTRUCCION,152359.6335046104,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Bio Bio,CONSTRUCCION CAMINO COIHUE - NACIMIENTO - SANTA JUANA - SAN PEDRO (CAMINO LA MADERA) POR CONCESION,206180.43515890394,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,ACCESO NORTE A CONCEPCION POR CONCESION ,1543.7448671920413,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,ACCESO NORTE A CONCEPCION POR CONCESION ,206180.43515890394,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,"INTERCONEXION VIAL RUTA 160 - PUERTO SAN VICENTE - RUTA INTERPORTUARIA (ESTUDIO DE ANTEPROYECTO DE INGENIERIA, IMPACTO AMBIENTAL, INSERCION TERRITORIAL, EXPROPIACIONES, DEMANDA Y E",18240.144094598378,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,CAMINO DE LA MADERA (SISTEMA NUEVAS INVERSIONES),8254811.034125294,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,RUTA 160 TRAMO CORONEL TRES PINOS (INSPECCIÓN FISCAL),1009095.4487308915,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,ACCESO NORTE A CONCEPCIÓN (COMPENSACIONES),71804.09854254016,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,RUTA 160 TRAMO CORONEL TRES PINOS (EXPROPIACIONES),1552569.498411309,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,AUTOPISTA CONCEPCIÓN CABRERO Y RED VIAL BÍO BÍO (INSPECCIÓN FISCAL),578.9043251970155,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,AUTOPISTA CONCEPCIÓN CABRERO Y RED VIAL BÍO BÍO (INSPECCIÓN FISCAL),831287.9795793447,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,"RUTA 160, TRAMO TRES PINOS - ACCESO NORTE A CORONEL (COMPENSACIONES)",4683264.126858658,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,CONCESIÓN RUTA INTERPORTUARIA TALCAHUANO - PENCO (EXPROPIACIONES),1274128.4953224107,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,-- AUTOPISTA CONCEPCIÓN - CABRERO (EXPROPIACIONES),4327387.018091051,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,PROGRAMA CONCESIÓN HOSPITALES ESTUDIO HOSPITAL DE CHILLÁN,339.3577078741125,PROGRAMA HOSPITALARIO
2012,Administración Sistema Concesiones ,Bio Bio,-- CONCESIÓN CAMINO DE LA MADERA (COMPENSACIONES),3361842.4752040035,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Bio Bio,MEJORAMIENTO CAMINO DE LA MADERA POR CONCESIONES (ESTUDIOS),966.1713565357086,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,Araucanía,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 COLLIPULLI-TEMUCO (INSPECCION FISCAL)",307.41815889772545,RUTA 5
2012,Administración Sistema Concesiones ,Araucanía,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 COLLIPULLI-TEMUCO (INSPECCION FISCAL)",338529.94122980785,RUTA 5
2012,Administración Sistema Concesiones ,Araucanía,RUTA 5 COLLIPULLI - TEMUCO (COMPENSACION SISTEMA NUEVAS INVERSIONES),1342142.4340530862,RUTA 5
2012,Administración Sistema Concesiones ,Araucanía,NUEVO AEROPUERTO IX REGION ( INSPECCION FISCAL),608509.6254690449,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Araucanía,RUTA 5 TRAMO COLLIPULLI - TEMUCO (EXPROPIACIONES),83512.60487146738,RUTA 5
2012,Administración Sistema Concesiones ,Araucanía,NUEVO AEROPUERTO DE LA REGIÓN DE LA ARAUCANÍA (COMPENSACIONES),332587.8543056592,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Los Lagos,AEROPUERTO EL TEPUAL DE PUERTO MONTT (INSPECCION FISCAL),152021.60661127695,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Los Lagos,"-- RELICITACIÓN AEROPUERTO EL TEPUAL DE PUERTO MONTT, X REGIÓN",1324.1604679793802,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Los Lagos,AEROPUERTO EL TEPUAL DE PUERTO MONTT (SUBSIDIO),269855.9184869536,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Los Lagos,CONCESIÓN RUTA 5 TRAMO PUERTO MONTT - PARGUA (INSPECCIÓN FISCAL),903599.118461885,RUTA 5
2012,Administración Sistema Concesiones ,Los Lagos,-- AEROPUERTO EL TEPUAL DE PUERTO MONTT (OBRAS DE ARTE),23794.963987408362,AEROPORTUARIO
2012,Administración Sistema Concesiones ,Los Lagos,-- RUTA 5 TRAMO PUERTO MONTT - PARGUA (EXPROPIACIONES),401063.58568195166,RUTA 5
2012,Administración Sistema Concesiones ,Los Lagos,RUTA 5 TRAMO PUERTO MONTT - PARGUA (SISTEMAS NUEVAS INVERSIONES),158812.75321238124,RUTA 5
2012,Administración Sistema Concesiones ,Magallanes y Ach,AEROPUERTO CARLOS IBAÑEZ DEL CAMPO PUNTA ARENAS (INSPECCION FISCAL),423885.7242401209,AEROPORTUARIO
2012,Administración Sistema Concesiones ,No Regionalizable,ESTUDIOS Y ASESORIAS DE APOYO AL PROCESO DE COMISIONES CONCILIADORES Y ARBITRALES DE LA COORDINACION GENERAL DE CONCESIONES,426659.14174290386,ADMINISTRACION
2012,Administración Sistema Concesiones ,No Regionalizable,ESTUDIOS Y ASESORIAS PARA EXPROPIACIONES EN OBRAS DE INFRAESTRUCTURA POR EL SISTEMA DE CONCESIONES (PERITAJES Y PUBLICACIONES) --,705137.4076389413,ADMINISTRACION
2012,Administración Sistema Concesiones ,No Regionalizable,ESTUDIOS Y ASESORIAS PARA EXPROPIACIONES EN OBRAS DE INFRAESTRUCTURA POR EL SISTEMA DE CONCESIONES (PERITAJES Y PUBLICACIONES) --,648016.1859237544,ADMINISTRACION
2012,Administración Sistema Concesiones ,No Regionalizable,AUTOPISTA SANTIAGO - SAN ANTONIO (COMPENSACION SISTEMA NUEVAS INVERSIONES) -,25999016.443621904,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,CONSTRUCCION AUTOPISTA SANTIAGO-SAN ANTONIO POR CONCESION (INSPECCION FISCAL),224127.80005455212,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SECTOR: RIO BUENO - PUERTO MONTT (INSPECCION FISCAL)",307.41815889772545,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SECTOR: RIO BUENO - PUERTO MONTT (INSPECCION FISCAL)",338529.94122980785,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 TRAMO RIO BUENO - PUERTO MONTT (SUBSIDIO),17482967.845975116,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,AMPLIACION REHABILITACION Y MEJORAMIENTO INTERCONEXION VIAL SECTOR SANTIAGO - VALPARAISO - VINA DEL MAR (INSPECCION FISCAL) -,224127.80005455212,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SUR SECTOR: TALCA - CHILLAN POR CONCESION (INSPECCION FISCAL)",430265.6491481542,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO TALCA-CHILLAN (COMPENSACION SISTEMAS NUEVAS INVERSIONES),2703885.1046613487,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 57 SANTIAGO-COLINA-LOS ANDES (INSPECCION FISCAL),236692.02013313837,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,-- RUTA 5 SANTIAGO - COLINA - LOS ANDES (COMPENSACION SISTEMA NUEVAS INVERSIONES) -,2394445.438476326,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SECTOR: CHILLAN-COLLIPULLI (INSPECCION FISCAL)",206180.43515890394,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO CHILLAN - COLLIPULLI(COMPENSACION SISTEMAS NUEVAS INVERSIONES),2698565.8389422395,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 TRAMO CHILLAN- COLLIPULLI (SUBSIDIO),8736882.631713148,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SUR SECTOR: TEMUCO-RIO BUENO (INSPECCION FISCAL)",307.41815889772545,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SUR SECTOR: TEMUCO-RIO BUENO (INSPECCION FISCAL)",338529.94122980785,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 TRAMO TEMUCO-RIO BUENO (SUBSIDIO),14561471.94006494,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,AMPLIACION REHABILITACION Y MEJORAMIENTO PROGRAMA PENITENCIARIO I (INSPECCION FISCAL) -,946296.9721851518,EDIFICACIÓN PÚBLICA
2012,Administración Sistema Concesiones ,No Regionalizable,AMPLIACION REHABILITACION Y MEJORAMIENTO PROGRAMA PENITENCIARIO II (INSPECCION FISCAL) -,862568.7753580938,EDIFICACIÓN PÚBLICA
2012,Administración Sistema Concesiones ,No Regionalizable,ASESORIA A LA INSPECCION FISCAL PROGRAMA DE INFRAESTRUCTURA PENITENCIARIA GRUPO III,353.99666782162325,EDIFICACIÓN PÚBLICA
2012,Administración Sistema Concesiones ,No Regionalizable,ASESORIA A LA INSPECCION FISCAL PROGRAMA DE INFRAESTRUCTURA PENITENCIARIA GRUPO III,947575.8849587479,EDIFICACIÓN PÚBLICA
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SECTOR SANTIAGO-TALCA Y ACCESO SUR A SANTIAGO (INSPECCION FISCAL)",1543.7448671920413,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"AMPLIACION, REHABILITACION Y MEJORAMIENTO DE LA RUTA 5 SECTOR SANTIAGO-TALCA Y ACCESO SUR A SANTIAGO (INSPECCION FISCAL)",557302.5435726524,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 - SANTIAGO-LOS VILOS (INSPECCION FISCAL),1543.7448671920413,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 - SANTIAGO-LOS VILOS (INSPECCION FISCAL),236521.675871931,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 TRAMO SANTIAGO - LOS VILOS (COMPENSACIONES IMG),15072878.682573065,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION INTERCONEXION VIAL SANTIAGO-VALPARAISO- VIÑA DEL MAR ( SISTEMA NUEVAS INVERSIONES),4965935.789372387,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,CONCESION RUTA 5 TRAMO SANTIAGO-TALCA Y ACCESO SUR (SISTEMA NUEVAS INVERSIONES),14068539.565010574,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,CONEXIÓN VIAL MELIPILLA - CAMINO DE LA FRUTA (INSPECCIÓN FISCAL),725965.9860151677,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"RUTA 66, CAMINO DE LA FRUTA (INSPECCIÓN FISCAL)",982272.8816634298,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,CONEXIÓN VIAL MELIPILLA - CAMINO DE LA FRUTA (EXPROPIACIONES),4651.196819686366,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"RUTA 78, AUTOPISTA SANTIAGO - SAN ANTONIO (EXPROPIACIONES)",1308354.3836796908,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,"RUTA 57, SANTIAGO - COLINA - LOS ANDES (EXPROPIACIONES)",103526.72474879592,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,INTERCONEXIÓN VIAL SANTIAGO - VALPARAISO - VIÑA DEL MAR (EXPROPIACIONES),312897.1223617165,VIALIDAD INTERURBANA
2012,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO SANTIAGO - TALCA Y ACCESO SUR A SANTIAGO (EXPROPIACIONES),390093.6814231034,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO TALCA - CHILLÁN (EXPROPIACIONES),198990.04419559482,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO CHILLÁN - COLLIPULLI (EXPROPIACIONES),30976.03924893272,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"RUTA 5 NORTE, TRAMO LA SERENA - VALLENAR (INSPECCIÓN FISCAL)",578.9043251970155,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,"RUTA 5 NORTE, TRAMO LA SERENA - VALLENAR (INSPECCIÓN FISCAL)",299555.7065913715,RUTA 5
2012,Administración Sistema Concesiones ,No Regionalizable,HABILITACIÓN CAMINO DE LA FRUTA RUTA 66 (EXPROPIACIONES),10190547.324275453,VIALIDAD INTERURBANA
2012,Dirección General de Obras Públicas,No Regionalizable,ADMINISTRACION Y ASESORIA PARA PROGRAMAS TRANSVERSALES,156352.07712665875,ADMINISTRACION
2012,Dirección General de Obras Públicas,No Regionalizable,ADMINISTRACION FONDO DE INNOVACION TECNOLOGICA,166285.27685831513,INNOVACION TECNOLOGICA
2012,Dirección General de Obras Públicas,No Regionalizable,ADMINISTRACION SISTEMA REGISTRO DE CONTRATISTAS Y CONSULTORES,36597.39986877684,ADMINISTRACION
2012,Dirección de Planeamiento ,Atacama,ANALISIS REQUERIMIENTO DE INFRA. DE TRANSPORTE DE LARGO PLAZO ATACAMA,199.62218110241915,ESTUDIOS
2012,Dirección de Planeamiento ,Atacama,ANALISIS REQUERIMIENTO DE INFRA. DE TRANSPORTE DE LARGO PLAZO ATACAMA,12626.768361998353,ESTUDIOS
2012,Dirección de Planeamiento ,Los Lagos,ANALISIS VULNERABILIDAD Y REDUNDANCIA EN SISTEMAS DE TRANSPORTE X REGION,25942.898656070392,ESTUDIOS
2012,Dirección de Planeamiento ,No Regionalizable,ANALISIS DE LA INFRAESTR PARA EL DESARROLLO DEL CLUSTER ACUICOLA REGIONES DE LOS LAGOS A MAGALLANES,70067.38556694912,ESTUDIOS
2012,Dirección de Planeamiento ,No Regionalizable,ANALISIS DE LA INFRAEST DE APOYO AL CLUSTER AGROALIMENTARIO REGIONES IV - V - RM - VI Y VII,81012.00434952442,ESTUDIOS
2012,Dirección de Planeamiento ,No Regionalizable,ANALISIS DE IDENTIFICACIÓN Y PRIORIZACIÓN DE PROYEC DE BY-PASS REGIONES VI VII Y VIII,72223.30512285525,ESTUDIOS
2012,Agua Potable Rural,Coquimbo,"EXPLORACION FUENTES DE CAPTACIÓN DE RECURSO HÍDRICO, REGIÓN DE COQUIMBO",92968.04218301864,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,"MEJORAMIENTO SISTEMA DE APR DE LAS MAITAS, ARICA ARICA",31.939548976387062,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,"MEJORAMIENTO SISTEMA DE APR DE LAS MAITAS, ARICA ARICA",216.92277013129547,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION SISTEMA DE AGUA POTABLE RURAL DE SOBRAYA VALLE DE AZAPA,63738.031611461745,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION SISTEMA DE AGUA POTABLE RURAL DE SOBRAYA VALLE DE AZAPA,419885.2957308284,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION SISTEMA DE AGUA POTABLE RURAL DE LLUTA COMUNA DE ARICA,252365.02297875963,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION SISTEMA DE AGUA POTABLE RURAL DE LLUTA COMUNA DE ARICA,2523652.8914166777,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION REPOSICION PARCIAL SISTEMA APR SAN MIGUEL DE AZAPA,54850.85210878205,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,REPOSICION REPOSICION PARCIAL SISTEMA APR SAN MIGUEL DE AZAPA,299807.23053956055,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,"CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL DE CUYA, CAMARONES COMUNA DE CAMARONES",14050.739920528942,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,"CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL DE CUYA, CAMARONES COMUNA DE CAMARONES",112488.42986575386,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA AGUA POTABLE RURAL DE CHACA ARICA,41762.29110116677,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA AGUA POTABLE RURAL DE CHACA ARICA,210102.34561029615,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA AGUA POTABLE RURAL DE CHACA ARICA,68313.3720023292,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSTRUCCION ABASTECER DE AGUA POTABLE A LA CALETA DE RIO SECO LITORAL SUR DE IQUIQUE,430570.40567797056,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,"CONSTRUCCION ABASTECIMIENTO DE AP A CALETA DE CHANAVAYA CALETA CHANAVAYA, COMUNA DE IQUIQUE",399482.57800762047,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,"CONSTRUCCION ABASTECIMIETP AGUA POTABLE PARA LA LOCALIDAD DE HUARASIÑA HUARASIÑA, COMUNA DE HUARA",46377.5559282547,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,"CONSTRUCCION ABASTECIMIETP AGUA POTABLE PARA LA LOCALIDAD DE HUARASIÑA HUARASIÑA, COMUNA DE HUARA",288332.9475697935,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSTRUCCION CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL LA TIRANA LA TIRANA,208189.96511533496,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSTRUCCION CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL LA TIRANA LA TIRANA,1373673.4229654837,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSTRUCCION SISTEMA APR CHANAVAYITA IQUIQUE,69296.84394789378,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSTRUCCION SISTEMA APR CHANAVAYITA IQUIQUE,559890.9778542804,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSERVACION EMERGENCIA TARAPACÁ VARIAS LOCALIDADES,155444.4616099131,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Tarapacá,CONSERVACION EMERGENCIA TARAPACÁ VARIAS LOCALIDADES,1036298.6287569884,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Antofagasta,MEJORAMIENTO SISTEMA AGUA POTABLE Y ALCANTARILLADO RURAL DE CASPANA LOCALIDAD DE CASPANA,207853.26903654222,ALCANTARILLADO Y SANEAMIENTO RURAL
2012,Agua Potable Rural,Antofagasta,MEJORAMIENTO SISTEMA AGUA POTABLE CALAMA RURAL CALAMA RURAL,281744.084778873,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Antofagasta,MEJORAMIENTO SISTEMA AGUA POTABLE RURAL DE CALETA PAPOSO,297213.4729997698,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Atacama,INSTALACION SISTEMA DE AGUA POTABLE RURAL EL JILGUERO,3460.117805775265,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Atacama,INSTALACION SISTEMA DE AGUA POTABLE RURAL EL JILGUERO,26616.290813655884,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR VALDIVIA PUNILLA-LORENZO PERALTA OVALLE,13671.457776434345,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR VALDIVIA PUNILLA-LORENZO PERALTA OVALLE,90044.24263713854,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR PAMA ARRIBA COMBARBALA,27947.10535433868,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR PAMA ARRIBA COMBARBALA,199622.18110241913,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA AGUA POTABLE RURAL EL MANZANO  DE GUANGUALÍ LOS VILOS,24707.902762316757,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR LA CAPILLA ILLAPEL,10110.198065567189,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,INSTALACION SISTEMA APR LA CAPILLA ILLAPEL,69556.35278332692,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR LOS TRIGALES DE GUANAQUEROS COQUIMBO,49932.16156641844,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR LOS TRIGALES DE GUANAQUEROS COQUIMBO,356658.29690298886,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR EL DURAZNO DE SOCOS OVALLE,28153.38160814451,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR TOMÉ BAJO - PALOS QUEMADOS MONTE PATRIA,28520.686421372964,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,MEJORAMIENTO SISTEMA APR CUNLAGUA - ARBOLEDA - EL TEBAL SALAMANCA,17886.147426776755,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA COLECTIVO APR VARIAS LOCALIDADES RÍO PAMA,9.31570178477956,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS DE EMERGENCIA SEQUÍA 2012 REGIÓN DE COQUIMBO,1462275.0626405221,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS DE EMERGENCIA SEQUÍA 2012 REGIÓN DE COQUIMBO,1157808.650394031,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR SEQUÍA 2012- 2013 REGIÓN DE COQUIMBO,537268.4614772137,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR SEQUÍA 2012- 2013 REGIÓN DE COQUIMBO,90494.05795188932,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Valparaíso,INSTALACION SERVICIO A.P.R. LEYDA COMUNA DE SAN ANTONIO,20957.667386672645,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Valparaíso,INSTALACION SERVICIO A.P.R. LEYDA COMUNA DE SAN ANTONIO,149699.33523778548,AGUA POTABLE RURAL SEMI CONCENTRADO
2012,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO DE AGUA POTABLE RURAL LA VIÑILLA,58421.42752143399,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO DE AGUA POTABLE RURAL LA VIÑILLA,417296.86144920037,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO DE AGUA POTABLE RURAL BARRANCAS,8008.841905829056,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO DE AGUA POTABLE RURAL BARRANCAS,57207.724660331274,AGUA POTABLE RURAL CONCENTRADO
2012,Agua Potable Rural,Valparaíso,AMPLIACION  SERVICIO DE AGUA POTABLE RURAL LAS VEGAS LLAY LLAY,19376.659712341483,AGUA POTABLE RURAL SEMI CONCENTRADO
